4521;DISQUE A COUPER;230X3,20;13,00;
4522;ELECTRODE;S 2000 3,15;110,00;
4523;FILTRE A AIR;6389/90;500,00;
4524;FILTRE A HUILE;6570/35077;415,00;
4525;JOINT DE CHEVRON;76,20x57x35;495,00;
4526;ROULEMENT A BUTEE;51213 KG;101,21;
4527;ROULEMENT A BILLE;6013 ZZC3 Z2V2 GULLMAN;70,00;
4528;BOUTEILLE DE GAZ;R407C;2 000,00;
4529;OXYGENE;;46,69;
4530;OXYGENE;;46,70;
4531;HUILE;DTE 26 208LT;8 200,00;
4532;GRAISSE;MP2 18KG;720,00;
4533;HUILE;DTE 26 208LT;8 200,00;
4534;HUILE;15W40 SUPER 1300 204LT;6 685,00;
4535;HUILE;ALMO 527 204LT;12 060,00;
4536;HUILE;MP2 18KG;720,00;
4537;BRONZE CREUX;B3 70X40 LG=60MM;356,50;
4538;ACIER ROND;35NCD6 D 160 LG=45MM;416,00;
4539;DISJONCTEUR;4P 80A SR;1 416,67;
4540;CONDENSATEUR;20uF;31,67;
4541;RESIGNEUSE;M11;100,00;
4542;MANCHETTE;R 54 LG=1000 MM;3 225,00;
4543;MANCHETTE;R 74 LG=1000 MM;3 950,00;
4544;MANCHETTE;R 84 LG=1000 MM;5 575,00;
4545;PIC;DS 04;205,00;
4546;PIC;DS 04;205,00;
4547;CAPTEUR DE PRESSION;S2/20 FILS 8/30 VCC GM 0/60 BARS;1 500,00;
4548;CAPTEUR DE PRESSION;S2/20 FILS 8/30 VCC GM 0/25 BARS;1 500,00;
4549;TUBE PEHD;50PN16;13,59;
4550;TUBE PEHD;32PN16;5,67;
4551;TUBE GALVANISEE;"2"" SERIE 1 LG= 6 MT";104,17;
4552;RACCORD PEHD;"50X2"" MALE";92,00;
4553;MANCHON PEHD;50X50;58,00;
4554;RACCORD PEHD;"32X1"" MALE";21,00;
4555;MANCHON PEHD;32X32;22,50;
4556;TE PEHD;"32""X1""";45,00;
4557;BOUCHON PEHD;32;15,00;
4558;TUBE GALVANISEE;"1"" TARIF 3 LG=5,80 MT";68,50;
4559;CORDE EN NYLON;D 12 MM;5,00;
4560;MARTEAU FOND DE TROU;DHD 305 MINCON FDT DHD 3,5;21 800,00;
4561;TAILLANT A BOUTON;90 MICON DHD 3,5;4 425,00;
4562;TAILLANT A BOUTON;100 MINCON DHD 3,5;4 890,00;
4563;TIRE FORT;3,200 TONNE;4 200,00;
4564;POMPE A GRAISSE;1 KG;240,00;
4565;MASSETTE;5 KG;250,00;
4566;CLE A GRIFFE;138-36 VIRAX;1 400,00;
4567;CLE A GRIFFE;138-24 VIRAX;500,00;
4568;CLE A GRIFFE;138-18 VIRAX;250,00;
4569;PELLE;AVEC MANCHE;50,00;
4570;PIOCHE;AVEC MANCHE;100,00;
4571;BROUETTE RENFORCEE;;500,00;
4572;SCIE METAUX;;80,00;
4573;LAME DE SCIE;;10,00;
4574;CRIC MANIVELLE;5 TONNES;2 100,00;
4575;CAISSE A OUITILS;;480,00;
4576;CLE A PIPE;8 A 32 KING TONY;4 100,00;
4577;CLE MIXTE;8 A 32 KING TONY;1 980,00;
4578;MARTEAU RIVOIR;2 KG;90,00;
4579;CLE MALE TORX;KING TONY;180,00;
4580;PINCE ETAU;KING TONY;250,00;
4581;PINCE UNIVERSSELLE;180 KING TONY;145,00;
4582;PINCE COUPANTE;160 KING TONY;180,00;
4583;TOURNEVIS;PLAT ET AMERICAIN;220,00;
4584;PINCE CIRCLIPCE INTERIEUR;16 A60 KING TONY;170,83;
4585;PINCE CIRCLIPCE EXTERIEUR;16 A60 KING TONY;170,83;
4586;CLE MALE COUDE;1,50 A 10 KING TONY;200,00;
4587;CLE MALE COUDE;12 KING TONY;45,00;
4588;CLE MALE COUDE;14 KING TONY;64,00;
4589;CLE MALE COUDE;17 KING TONY;110,00;
4590;PINCE MULTIPRISE;250 KING TONY;200,00;
4591;TENAILLE;RUSSE 225 BELLOTA;50,00;
4592;POSTE DE SOUDURE;TELWIN LINEAIR 350I 380V;;
4593;DISQUE A COUPER;230X3,20;13,00;
4594;DISQUE A MEULER;230X6,40;24,00;
4595;SERRE CABLE;D 16MM;20,00;
4596;BOTTE;P41-P42-P43-P44;73,00;
4597;ELECTRODE;S 2000 3,15;110,00;
4598;GILET FLUORESCENT;JAUNE;23,00;
4599;CASQUE DE PROTECTION;BLEU;23,00;
4600;GANT EN CUIR;M/C;25,00;
4601;VANNE A BILLE;"2"" SI";540,00;
4602;RACCORD UNION;"2"" NOIR EE FF";154,00;
4603;MANCHON;"2"" NOIR EE FF";53,00;
4604;CONFECTION FLEXIBLE;"2"" R13 LG= 8MT FF BSP";5 027,34;
4605;CONFECTION FLEXIBLE;"2"" R13 LG= 5MT FF BSP";3 557,94;
4606;TE;"2"" NOIR FFF";91,00;
4607;BOUCHON;"2"" NOIR F";63,00;
4608;RACCORD UNION;"2"" NOIR EE FF";154,00;
4609;CONFECTION FLEXIBLE;"2"" R13 LG= 12 MT FF BSP";7 086,54;
4610;MANCHON;"1"" NOIR EE";25,20;
4611;RACCORD UNION;"1"" NOIR EE FF";42,00;
4612;MAMELON;"1"" NOIR EE";14,00;
4613;VANNE A BILLE;"1"" SIRAL";170,00;
4614;MANOMETRE;60 BARS D 100;260,00;
4615;MANOMETRE;25 BARS D 100;247,38;
4616;IPE;240 EN 6 MT;8,20;
4617;IPE;100 EN 6 MT;7,40;
4618;UPN;80 EN 6 MT;7,40;
4619;CORNNIERE;70X70X7 EN 6 MT;7,50;
4620;DISJONCTEUR;4X80A;1 416,67;
4621;COFFRET METALLIQUE;600X500X50;662,50;
4622;COFFRET POLYSTER;500X400;341,67;
4623;PROLONGATEUR;2P+T 16A 220V;73,33;
4624;FICHE;2P+T 16A 220V;54,17;
4625;PROLONGATEUR;3P+T32A 380V;105,00;
4626;FICHE;3P+T32A 380V;95,83;
4627;CABLE ELECTRIQUE SOUPLE;4X6MM2;45,00;
4628;CABLE ELECTRIQUE SOUPLE;4X25MM2;156,67;
4629;CABLE ELECTRIQUE SOUPLE;2X1,5MM2;6,25;
4630;RAI OMEGA;;15,83;
4631;RELAIS THERMIQUE;12 A 18A;308,33;
4632;CONTACTEUR;LC1 D 32 220V;666,67;
4633;DISJONCTEUR;4X32A;245,83;
4634;RELAIS THERMIQUE;4 A 6A;233,33;
4635;CONTACTEUR;LC1 D 09 220V;195,33;
4636;DISJONCTEUR;4X50A;216,67;
4637;BOUTON POUSSOIRE;MARCHE/ARRET;37,50;
4638;TUBE NEON;18W0,60;13,33;
4639;CAISSE A CAROTTE;PVC A 5 RANGERS AVEC COUVERCLE;195,00;
4640;MANCHETTE;R 74 LG=1000 MM;3 950,00;
4641;MANCHETTE;R 84 LG=1000 MM;5 575,00;
4642;POMPE IMMERGEE;NS96X/23 2HP 220V SAER;5 333,33;
4643;COFFRET ELECTRIQUE;2HP 220V;1 333,33;
4644;GROUPE ELECTROGENE;QTS 180 CUD 50HZ 400V3HP INSONORISE A/C CAPOT CUMMINS;240 000,00;
4645;PNEU;12R 22,5 PERELLI;4 500,00;
4646;ADAPTEUR A GAZ;3/4X1/2;28,00;
4647;COUPELLE HYDRAULIQUE;45X60X10;58,80;
4648;RACLEUR METALLIQUE;45X55X5/7;130,20;
4649;CONFECTION RACCORD;S/M;70,00;
4650;CONFECTION RACCORD;S/M;60,00;
4651;COLLIER MICALOR;12-22 9MM;4,36;
4652;DISTRIBUTEUR MANUELLE;1 ELEMENT 80L/MIN;1 995,00;
4653;ADAPTEUR A GAZ;3/4X1/2;28,00;
4654;REDUCTION;3/4X1/2 MF;29,40;
4655;JOINT A GAZ;"3/4""";7,50;
4656;LEVIER MANUEL;POUR DISTRIBUTEUR;200,00;
4657;DISTRIBUTEUR MANUELLE;T5 C.H 24V DC;5 070,00;
4658;PEINTURE;JAUNE FORD MILAFLEX;70,00;
4659;DILUANT CELLULOSIQUE;SODECSO 5LT;23,00;
4660;BROSSE METALLIQUE;SECOUPE T100 JAZ;90,00;
4661;APPRET GRIS;;45,00;
4662;SANTOFER;;25,00;
4663;PEINTURE;BLANC CASA EXTRA FLEX;70,00;
4664;GOUDRON;4 KG;21,25;
4665;PEINTURE;ANTI-ROUILLE;26,00;
4666;PEINTURE;JAUNE CAT PROFLEX;70,00;
4667;PEINTURE;NOIR DIAMANT PROFLEX 5KG;70,00;
4668;TOLE NOIR;6000X2000X6MM;12,50;
4669;PORTABLE SUMSUNG;S24 ULTRA 256GB;8 500,00;
4670;TIGE;"2""3/8 LG=1500 MM";1 333,33;
4671;PC ORDINATEUR;HP Pro 290 G9 MT i5 13500 8Go 512 SSD Win 11 N/S:4CE450C8Q7;6 583,33;
4672;CONFECTION FLEXIBLE;5/8 LG=1,04MT D/C 90° JIC;247,82;
4673;CONFECTION FLEXIBLE;5/8 LG=1MT D/C 90° JIC;243,49;
4674;CONFECTION FLEXIBLE;5/8 LG=0,67MT D/C 90° JIC;207,75;
4675;CONFECTION FLEXIBLE;1/4 LG=0,90MT D/C 90° JIC;181,02;
4676;MANOMETRE;600 BARS D 63;190,00;
4677;ADAPTEUR A GAZ;7/8-14X1/2 NPT;40,50;
4678;REDUCTION;3/4X3/8;30,00;
4679;REDUCTION;"1""X3/4";70,00;
4680;CABLE EN ACIER;S/M;25,00;
4681;CROCHET;S/M;10,00;
4682;TOLE INOX;D EXT 660 LG=800MM EP 5MM;3 817,83;
4683;TOLE INOX;D 660 MM EP 5MM;771,24;
4684;TOLE NOIR;430X185X20MM;377,39;
4685;FILTRE HYDRAULIQUE;F18P25M=CR180;687,50;
4686;FILTRE HYDRAULIQUE;CF06540142;798,50;
4687;FILTRE A GSAOIL;A1314;229,00;
4688;FILTRE A HUILE;H1081;308,00;
4689;FILTRE A GASOIL;A35A;215,00;
4690;CHIFFRE ZINC A POCHER;60MM;95,00;
4691;LETTRE ZINC A POCHER;60MM;175,00;
4692;ENTRETIEN POMPE FLYGT;BS 2125 8KW FLYGT;15 000,00;
4693;POMPE A BOUE;BS 2640 FLYGT 5,6KW OCCASION;20 000,00;
4694;REGULATEUR DE NIVEAU EAUX CHARGEES;MARQUE ELEMENT;500,00;
4695;MOTEUR ELECTRIQUE REDUCTEUR;4 KW 1400 T/MIN 1/30;4 125,00;
4696;MOTEUR ELECTRIQUE REDUCTEUR;9 KW;3 000,00;
4697;REPARATION POMPE A EAU;S/M;1 000,00;
4698;MOTEUR HYDRAULIQUE;;8 000,00;
4699;MOTEUR HYDRAULIQUE;;8 000,00;
4700;PEINTURE;ROUGE COCA ADAFLEX;70,00;
4701;PEINTURE;NOIR DIAMANT ADAFLEX;70,00;
4702;PEINTURE;BLANC CASA ADAFLEX;70,00;
4703;DILUANT CELLULOSIQUE;SODECSO 5LT;23,00;
4704;SANTOFER;;25,00;
4705;LAME CAROSSERIE;;15,00;
4706;GRATTOIRE;AVEC MANCHE PVC 70SGS;24,00;
4707;SILICONE;;65,00;
4708;PAPIER COLLANT;BLANC;10,00;
4709;JOURNAL;;15,00;
4710;DISTRIBUTEUR MANUELLE;4 ELEMENTS 80L/MIN;6 950,00;
4711;CLAPET PILOTAGE DOUBLE;"1/2""";2 900,10;
4712;ADAPTEUR A GAZ;"1/2""";25,20;
4713;ADAPTEUR A GAZ;"3/4""";29,40;
4714;JOINT A GAZ;"3/4""";7,50;
4715;JOINT A GAZ;"1/2""";7,00;
4716;TUBE HYDRAULIQUE;12x16 ep 2mm;68,60;
4717;UNION DROIT;16-1/2S COMPLET;59,23;
4718;COUDE;16-1/2S COMPLET;77,23;
4719;REDUCTION;3/4X1/2;29,38;
4720;COFECTION FLEXIBLE;3/4 LG=2MT FF BSP;374,48;
4721;CONFECTION FLEXIBLE;1/2 LG=6MT FF BSP;665,44;
4722;CONTENEUR;6X2;23 000,00;
4723;INTERIPTEUR;2 POSITION;100,00;
4724;SCOTCH NOIR;GM;12,50;
4725;ETAIN;;233,33;
4726;PLAPHAND  LED;;108,33;
4727;VOYANT;VERT/ROUGE;15,63;
4728;LAMPE;;3,33;
4729;BOUTON POUSSOIR;;75,00;
4730;GAINE;;7,50;
4731;MANO D'HUILE;S/M;66,67;
4732;CABLE ELECTRIQUE SOUPLE;1MM2;7,50;
4733;CABLE ELECTRIQUE SOUPLE;2X1,5MM2;10,83;
4734;PORTE FUSIBLE;D 10MM;79,17;
4735;FISUBLE;;0,83;
4736;FICHE PLAT;;0,58;
4737;COSSE A SERTIR;D 10MM;0,83;
4738;COSSE A SERTIR;D 6MM;0,83;
4739;BATTERIE;12V170AH M15;1 583,33;
4740;BATTERIE;12V100A L5;1 041,67;
4741;PHARE SECOURS LED;;116,67;
4742;CONTACT DE DEMARRAGE;RENFORCEE;125,00;
4743;COSSE BATTERIE;DIESEL +/-;15,00;
4744;COSSE A SOUDER;;12,50;
4745;KLAXON;24V;125,00;
4746;TEMPERTEUR;24V;125,00;
4747;MANO TEMPERATEUR;;41,67;
4748;HUILE;DTE 26 208LT;8 200,00;
4749;HUILE;HD 90 20LT;652,00;
4750;HUILE;DTE 26 208LT;1 100,00;
4751;ETALONNAGE MANOMETRE;25 BARS D 100;500,00;
4752;ETALONNAGE MANOMETRE;60 BARS D 100;500,00;
4753;HUILE;DTE 26 208LT;8 200,00;
4754;HUILE;DTE 26 20L;1 100,00;
4755;HUILE;HD 90 20LT;652,00;
4756;HUILE;15W40 SUPER 1300 204LT;6 685,00;
4757;REPARTION FREIN CAMION;;4 998,00;
4758;POMPE HYDRAULIQUE;7580/90;4 674,56;
4759;CONFECTION FLEXIBLE;1/4 LG=5MT FF;587,40;
4760;ADAPTEUR A GAZ;7/16-20X1/8 NPT JIC;49,90;
4761;MANOMETRE;10 BARS D 63;117,60;
4762;CABLE EN ACIER;ANTIGIRITOIRE D 16MM;35,00;
4763;CABLE EN ACIER;ANTIGIRITOIRE D 18MM;42,00;
4764;CABLE EN ACIER;AMTEXTIL GOUCHE D 22 (6X37);58,00;
4765;SERRE CABLE;D 16MM;8,50;
4766;SERRE CABLE;D 18MM;12,50;
4767;SERRE CABLE;D 22MM;20,00;
4768;PLAQUE PLEXIGLACE;2000X1500X4MM;1 500,00;
4769;GOUPILLE FONDUE;10X80;8,00;
4770;GOUPILLE FONDUE;6X100;7,00;
4771;SERRE CABLE;D 8MM;2,00;
4772;SERRE CABLE;D 6MM;2,50;
4773;BOULON;HR 33X120;120,00;
4774;ECROU;HR 33X120;16,00;
4775;BOULON;HR 16X80 A/E NYLSTOP;9,00;
4776;FILTRE A GASOIL;893940792 MV33 ISUZU;133,50;
4777;FILTRE A GASOIL CHASSIS;1132401940 ISUZU;101,25;
4778;FILTRE A HUILE;1876100640 ISUZU;307,50;
4779;FILTRE A AIR;1142151720 ISUZU;685,50;
4780;CYLINDRE;1791381995 ISUZU;3 648,02;
4781;LOCATION PICK-UP;TOYOTA 18914-B-59;250,00;
4782;LOCATION CAMION PLATEAU;;9 000,00;
4783;ROULEUSE;2M OCCASION;;
4784;POSTE SEMI;450A OCCASION;;
4785;PC PORTABLE;Lenovo thinkPad l14 Gen core i7 11éme Gen 16G 512 SSD+CARTABLE;7 750,00;
4786;TUBE PEHD;32 PN16;9,20;
4787;RACCORD PEHD;"50X1""1/2 MALE";80,00;
4788;MANCHON PEHD;32X32;22,50;
4789;RACCORD PEHD;"32X1""";21,00;
4790;RECHARGE CARTE CARBURANT;FREE N°2195488;5 454,56;
4791;LOCATION PICK-UP;;291,67;
4792;LOCATION PICK-UP;35064-A-36;291,67;
4793;PC PORTABLE;HP VICTUS 15 i7-13700H 16GB 512 SSD W11 S/N5CD5112MH8;13 166,67;
4794;CONSIGNE BOUTEILLE;MIX Ar+CO2;2 000,00;
4795;CABLE ELECTRIQUE SOUPLE;2X1,5MM2;6,25;
4796;CABLE ELECTRIQUE SOUPLE;4X6MM2;45,00;
4797;PROLONGATEUR;3P+T 32A 380V;105,00;
4798;FICHE;3P+T 32A 380V;95,83;
4799;RECHARGE BOUTEILLE;MIX Ar+CO2;700,00;
4800;CHIFFON COULEUR;;4,00;
4801;CHARBON;BOSCH GM;70,00;
4802;MANODETENDEUR AZOTE;;600,00;
4803;TUYAU A GAZ;9/16 MM;10,00;
4804;COLLIER DE SERRAGE;9/16MM;2,50;
4805;BOMBE SPRAY;POUR SOUDURE;90,00;
4806;GRAISSE;POUR POSTE;80,00;
4807;CONFECTION PIGNON MOTRICE;DE 18 DENTS S/M;2 200,00;
4808;CONFECTION DE MANCHON DENTEE;DENTEE;1 000,00;
4809;CONFECTION AUTRETOISE;D 200 LG=50 MM;900,00;
4810;CONFECTION AUTRETOISE;D 160 EP 25MM;500,00;
4811;CONFECTION MANCHON;DE 09 DENTS;800,00;
4812;MANCHON;"1"" NOIR EE";20,00;
4813;MAMELON;"1"" NOIR EE";14,00;
4814;VANNE A BILLE;"1"" SIRAL";170,00;
4815;CONFECTION FLEXIBLE;3/4 R9 LG=1,50MT FF-BSP;340,77;
4816;RACCORD UNION;"1"" NOIR FF EE";42,00;
4817;VANNE A BILLE;"1"" SIRAL";170,00;
4818;MANCHON;"1"" NOIR EE";20,00;
4819;TE;"1"" NOIR EE";30,00;
4820;TECALENT;4X6 BLANC;8,21;
4821;TECALENT;4X6 BLANC;8,21;
4822;FILTRE A AIR;S7558A=FA6401/6402;1 298,50;
4823;HUILE;15W40 SUPER 1300 20LT;704,17;
4824;GRAISSE;MP2 18KG;720,00;
4825;COURONNE IMPREGNEE;101T6 CHINE;3 400,00;
4826;MANCHON ALESEUR;101T6;1 675,00;
4827;EXTRACTEUR;101T6;315,00;
4828;MANCHETTE;R 84 LG=1000 MM;5 575,00;
4829;LOGICIEL ENMAE MODULE DE TRESORERIE;;9 000,00;
4830;ELECTRODE;BASIC 7018 D 4MM;200,00;
4831;DISQUE A COUPER;230X3,20;13,00;
4832;MANILLE;"HR 8""1/2 TONNES";110,00;
4833;ARRET D'HUILE;45X65X8 EN VITON;150,00;
4834;VIS;HR 20X90;15,00;
4835;ECROUS;M 20;4,50;
4836;RACCORD RAPIDE;06-1/8 LAITON MALE DROIT;21,00;
4837;RECHARGE CARTE CARBURANT;FREE N°31186727;5 454,55;
4838;RECHARGE CARTE JAWAZ;2243115349;1 666,67;
4839;RECHARGE CARTE CARBURANT;FREEN°1844955;4 545,45;
4840;PHARE SECOUR LED;24V;;
4841;LOCATION CAMION PLATEAU;;7 000,00;
4842;OBTURATEUR SIMPLE;R 54 LG=1000 MM;4 650,00;
4843;ANTIGEL;;10,00;
4844;ELECTRODE;S 2000 3,15;110,00;
4845;CLE MIXTE;36 KING TONY;240,00;
4846;CLE MIXTE;38 KING TONY;250,00;
4847;PINCE PORTE ELECTRODE;500A;100,00;
4848;CABLE DE PINCE ELECTRODE;50MM;110,00;
4849;CANON A CLE CARRE;POUR COFFRET;50,00;
4850;CONFECTION BAGUE;S/M;750,00;
4851;CONFECTION BAGUE;50X36X16;40,00;
4852;CONFECTION TARAUD;DROIT;1 300,00;
4853;CONFECTION BAGUE EN BRONZE;B3 GALLET DU CHAINE;100,00;
4854;CLE A GRIFFE;"138-24"" VIRAX";1 400,00;
4855;CLE A GRIFFE;"138-18"" VIRAX";500,00;
4856;POMPE D'EPREUVE;10LT EN METAL SUPER-EGO;3 166,67;
4857;RADIO PORTABLE;E/R HYTERA AP515 AVEC ANTENNE+BATTERIE+CHARGEUR;1 850,00;
4858;HUILE;HD 140 20LT;651,67;
4859;GRAISSE;MP2 18KG;720,00;
4860;HUILE;DTE 26 208LT;8 200,00;
4861;GRAISSE;MP2 18KG;720,00;
4862;LOCATION CAMION PLATEAU;;11 500,00;
4863;GASOIL;;9,77;
4864;GALET DE CAME;KR 80 PP GULLMAN;380,00;
4865;JOINT TORIQUE;56,4X3,53;4,90;
4866;JOINT TORIQUE;47,22X3,53;2,80;
4867;JOINT TORIQUE;101,27X2,62;6,30;
4868;JOINT TORIQUE;151,77X6,99;13,30;
4869;JOINT TORIQUE;221,62X6,99;29,40;
4870;JOINT RACLEUR A CAGE METALLIQUE;38X46X5/7;52,50;
4871;COUPELLE HYDRAULIQUE;36X45X8;58,80;
4872;VANNE A BILLE;"2"" SIRAL";540,00;
4873;VANNE A BILLE;"1"" SIRAL";170,00;
4874;REDUCTION;"1""X3/4";14,00;
4875;MAMELON;3/4 NOIR EE;11,90;
4876;PLAQUETTE DE BRASAGE;WNMG 080408;38,00;
4877;PLAQUETTE DE BRASAGE;WNMG 080412;38,00;
4878;COLLIER ROBUSTE;68-73;26,60;
4879;REPARATION D'UN ACCOUPLEMENT;S/M;800,00;
4880;CONFECTION AUTRETOISE;S/M;1 000,00;
4881;CONFECTION MANCHON;DENTEE M VOIR MOTEUR;1 000,00;
4882;CONFECTION BRIDE;S/M;250,00;
4883;CONFECTION MANCHON;;900,00;
4884;PERSSAGE D'UN BRIDE;;170,00;
4885;CONFECTION D'UN PIGNON;;1 700,00;
4886;CONFECTION D'UN BAGUE;;200,00;
4887;CONFECTION REDUCTION;;2 000,00;
4888;CONFECTION AXE;;110,00;
4889;CONFECTION EMMENCHEMENT;FALONGE;2 000,00;
4890;CONFECTION EMMENCHEMENT;FALONGE;2 000,00;
4891;TENDEUR A CLIQUET;3 TONNES;420,00;
4892;ELINGUE A CHAINE;4 BRAINS LG=3 MT (06 TONNE AVEC CROCHET BK);2 200,00;
4893;COMPRESSEUR D'AIR;100LT 8 BARS 220V 3HP ITALY;5 800,00;
4894;PINCE A SERTIR A CLIQUET;;250,00;
4895;TOURNEVIS;;220,00;
4896;LUNETTE DE PROTECTION;;18,00;
4897;CASQUE ANTI-BRUIT;;60,00;
4898;MASQUE DE SOUDURE;FAENZA;330,00;
4899;BOULON;HR 16X120;12,00;
4900;BOULON;HR 16X50;6,50;
4901;BOULON;HR 14X50;5,00;
4902;CABLE ELECTRIQUE SOUPLE;3X2,5MM2;10,67;
4903;BOITE ATTACHE;;12,00;
4904;COLLIER COLSANT;4X200MM;25,00;
4905;COLLIER COLSANT;2,5X96MM;10,00;
4906;SCOTCH NOIR;GM;7,50;
4907;EMBOUT;2,5MM2;15,00;
4908;ARRET D'URGENCE;;47,57;
4909;BOITE D'ARRET D'URGENCE;;25,00;
4910;RELAIS;14 BROCHES 24V DC;100,00;
4911;ELECTROPOMPE;IR 40 200B 5,5 KW 7,5 HP 380V;7 166,67;
4912;ELECTROPOMPE;PM80 0,80 380V TRIPHASE;1 166,67;
4913;PC ORDINATEUR;"Lenovo i5-13420H 16GB 512 SSD 23,8"" TACTILE FHD win 11 Pro";7 750,00;
4914;INSTALLATION ET PREPARATION;;375,00;
4915;LOCATION CAMION PLATEAU;;11 500,00;
4916;CONE/CUVETTE;32211 FNR;125,00;
4917;JOINT DE CHEVRON;70X85X22,5;259,00;
4918;ARRET D'HUILE;110X130X12 A VITON;227,73;
4919;ARRET D'HUILE;90X110X13 A VITON;220,97;
4920;COURONNE IMPREGNEE;101T6 CHINE;3 400,00;
4921;MANCHON ALESEUR;101T6;1 675,00;
4922;EXTRACTEUR;101T6;315,00;
4923;PORTE EXTRACTEUR;101T6;310,00;
4924;CAROTTIER DOUBLE COMPLET;101T6 LG=1500MM;8 880,00;
4925;ELECTROPOMPE;PM80 0,80 380V TRIPHASE;1 166,67;
4926;ORDINATEUR PORTABLE;SYSTÈME SEPI ET LUGEOGRAPHE;3 400,00;
4927;LOGICIEL D'EXPLOITATION;SYSTÈME SEPI ET LUGEOGRAPHE;1 500,00;
4928;LOCATION VEHICULE;HYUNDAI TUCSON;12 000,00;
4929;ROULEMENT A BILLE;6207 2RS Z2V2 GULLMAN;37,50;
4930;ROULEMENT A BILLE;6013 2RS Z2V2 GULLMAN;166,67;
4931;ROULEMENT A BUTEE;51213 KG;101,21;
4932;ARRET D'HUILE;60X75X10;25,00;
4933;CIRCLIPS;INT 85;16,67;
4934;ROULEMENT;6019 2RS ACE;420,00;
4935;REPARATION GROUPE D'EAU GLACEE;;5 500,00;
4936;LOCATION CAMION PLATEAU;;9 000,00;
4937;STATIONNEMENT;;1 000,00;
4938;RECHARGE CARTE JAWAZ;TAG N°24280419748;833,33;
4939;CONFECTION COUPELLE;S/M;84,00;
4940;FICHE PLAT;;0,83;
4941;COSSE;D 4MM;0,83;
4942;COSSE;6MM;0,83;
4943;GAINE;ISO GRIS D 10MM;6,67;
4944;CONTACT DE DEMARRAGE;RENFORCEE;125,00;
4945;VOYANT;24V COMPLET;20,83;
4946;BATTERIE;12V100A L5;1 041,67;
4947;COURROIE;9,5X1100;50,00;
4948;PORTABLE SUMSUNG;A56;4 300,00;
4949;CONFECTION FLEXIBLE;1/2 LG=1,80 MT-CPTE F/COTE HP;306,82;
4950;ADAPTEUR A GAZ;1/2MM 90°;63,00;
4951;TOURNANT A GAZ;1/2 FF BSP;38,08;
4952;JOINT LAITON;10 METRIQUE;4,20;
4953;JOINT TORIQUE;"3/8"" JCP";5,60;
4954;TENDEUR POMPE A EAU;CUMMINS;750,00;
4955;POMPE A EAU;CUMMINS;958,33;
4956;BOITE D'ARRET D'URGENCE;;29,45;
4957;BOULON;HR 20X60;4,50;
4958;RECHARGE CARTE CARBURANT;FREE N°2174297;5 454,55;
4959;TRANSPORTKELLY MAIT;ALLER/RETOUR;10 000,00;
4960;RECHARGE CARTE JAWAZ;TAG N°15182159952;833,33;
4961;SOURIS;LOGITECH SF;158,33;
4962;ENVELOPPE BLANC;A4;1,25;
4963;ENVELOPPE BLANC;AMERICAIN 115X230;0,42;
4964;CLE USB;32 GB ADATA;70,83;
4965;PAPIER BLANC;NAVIGATOR 80G;54,17;
4966;CHEMISE BULL;A4 NAVIGATOR 80G;37,50;
4967;CARTOUCHE D'ENCRE;EPSON 664 NOIR;125,00;
4968;CARTOUCHE D'ENCRE;EPSON 664 BLEU;125,00;
4969;CARTOUCHE D'ENCRE;EPSON 664 JAUNE;125,00;
4970;CARTOUCHE D'ENCRE;EPSON 664 ROSE;125,00;
4971;CARTOUCHE D'ENCRE;EPSON 103 NOIR;133,33;
4972;CARTOUCHE D'ENCRE;EPSON 103 BLEU;153,33;
4973;CARTOUCHE D'ENCRE;EPSON 103 JAUNE;158,33;
4974;CARTOUCHE D'ENCRE;EPSON 103 ROSE;158,33;
4975;CHEMISE CARTONNE;;0,83;
4976;ENVELOPPE BLANC;A3 340X410;3,33;
4977;TONER;HP LASER 205A NOIR/CF530;616,67;
4978;PAPIER BLANC;A4 PIONNEER 80G;51,67;
4979;REGISTRE DE CONGE PAYE;;37,50;
4980;FICHE PERSONNEL;;2,50;
4981;TONER;HP LASER 136A NOIR/M211;708,33;
4982;POMPE HYDRAULIQUE;A17F023;5 100,00;
4983;VANNE A BILLE;"1"" NOIR EE";170,00;
4984;MAMELON;"1"" NOIR EE";14,00;
4985;MANCHON;"1"" NOIR EE";20,00;
4986;MAMELON;"2"" NOIR EE";49,00;
4987;MANCHON;"2"" NOIR EE";53,00;
4988;TUBE PEHD;32 PN16;9,20;
4989;RACCORD PEHD;"50X1""/2 MALE";58,00;
4990;CHENILLE EN CAOUATCHOUC;230X96X33;3 200,00;
4991;SERVICE PACK;400 H BOXD,E 3002609480;2 990,00;
4992;HUILE;E 20L;1 750,00;
4993;FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;;7 800,00;
4994;TRAVAUX DE GALVANISATION;TRAPPE;5,20;
4995;ARRET D'HUILE;130X110X12 A VITON;198,00;
4996;TARAUD;CV 20X150;130,00;
4997;HUILE;HM-68 204LT;5 850,00;
4998;NIVEAU VISUEL;AT 127;219,22;
4999;ARRET D'HUILE;90X110X13 A VITON;220,95;
5000;DURITE A EAU CHAUDE;60 100 C°;165,00;
5001;DURITE A EAU CHAUDE;60 100 C°;165,00;
5002;RACCORD RAPIDE;06-1/8 LAITON MALE DROIT;21,00;
5003;TUBE PEHD;32 PN16;9,20;
